title,date_company,content,date,company
"경기도, 저소득층 독거노인 200가구에 전기요금 할인 위한 ‘개별...",2021.04.27 | 경인투데이뉴스,폭염 때 무료 에어컨이 있어도 전기료 문제로 이를 사용하지 못하는 저소득층 독거노인과 한국전력공사 전기요금 복지할인 대상 확대를 위해 전기요금 부담을 줄일 수 있는...,2021.04.27,경인투데이뉴스
"경기도, 저소득층 독거노인 200가구에 전기요금 할인 위한 ‘개별...",2021.04.27 | 등잔일보,폭염 때 무료 에어컨이 있어도 전기료 문제로 이를 사용하지 못하는 저소득층 독거노인과 한국전력공사 전기요금 복지할인 대상 확대를 위해 전기요금 부담을 줄일 수 있는...,2021.04.27,등잔일보
"경기도, 저소득층 독거노인 200가구에 전기요금 할인 위한 ‘개별...",2021.04.27 | 경기etv뉴스,폭염 때 무료 에어컨이 있어도 전기료 문제로 이를 사용하지 못하는 저소득층 독거노인과 한국전력공사 전기요금 복지할인 대상 확대를 위해 전기요금 부담을 줄일 수 있는...,2021.04.27,경기etv뉴스
"경기도, 저소득층 독거노인 200가구에 전기요금 할인 위한 ‘개별...",2021.04.27 | (주)경기 타임스,폭염 때 무료 에어컨이 있어도 전기료 문제로 이를 사용하지 못하는 저소득층 독거노인과 한국전력공사 전기요금 복지할인 대상 확대를 위해 전기요금 부담을 줄일 수 있는...,2021.04.27,(주)경기 타임스
"경기도, 저소득층 독거노인 200가구에 전기요금 할인 위한 ‘개별...",2021.04.27 | 미디어투데이,폭염 때 무료 에어컨이 있어도 전기료 문제로 이를 사용하지 못하는 저소득층 독거노인과 한국전력공사 전기요금 복지할인 대상 확대를 위해 전기요금 부담을 줄일 수 있는...,2021.04.27,미디어투데이
"경기도, 저소득층 독거노인 200가구에 전기요금 할인 위한 ‘개별...",2021.04.27 | 케이에스피뉴스,폭염 때 무료 에어컨이 있어도 전기료 문제로 이를 사용하지 못하는 저소득층 독거노인과 한국전력공사 전기요금 복지할인 대상 확대를 위해 전기요금 부담을 줄일 수 있는...,2021.04.27,케이에스피뉴스
"경기도, 저소득층 독거노인 200가구에 전기요금 할인 위한 ‘개별...",2021.04.27 | 미디어이슈,폭염 때 무료 에어컨이 있어도 전기료 문제로 이를 사용하지 못하는 저소득층 독거노인과 한국전력공사 전기요금 복지할인 대상 확대를 위해 전기요금 부담을 줄일 수 있는...,2021.04.27,미디어이슈
"경기도, 저소득층 독거노인 200가구에 전기요금 할인 위한 ‘개별...",2021.04.27 | 경기인터넷신문,폭염 때 무료 에어컨이 있어도 전기료 문제로 이를 사용하지 못하는 저소득층 독거노인과 한국전력공사 전기요금 복지할인 대상 확대를 위해 전기요금 부담을 줄일 수 있는...,2021.04.27,경기인터넷신문
"한국야쿠르트, 독거노인종합지원센터와 함께 ""고독사 예방"" 실시",2021.04.14 | 파이낸셜뉴스 | 다음뉴스,"한국야쿠르트가 독거노인종합지원센터와 손잡고, 2016년부터 6년째 ‘독거노인 안부확인사업’을 실시하고 있다고 전했다. ‘독거노인 안부확인사업’은 독거노인종합지원...",2021.04.14,파이낸셜뉴스
"동양생명, 독거노인 가정에 200여개 꽃화분 전달",2021.04.20 | 아시아경제 | 다음뉴스,동양생명은 창립기념일을 맞아 지역사회 독거노인을 위해 꽃화분을 심어 전달하는 '화(花)를 품은 봄날' 행사를 진행했다고 20일 밝혔다. [아시아경제 오현길 기자] 동양...,2021.04.20,아시아경제
"경기도, 저소득층 독거노인 200가구에 전기요금 할인 위한 ‘개별...",2021.04.27 | 뉴스피크,폭염 때 무료 에어컨이 있어도 전기료 문제로 이를 사용하지 못하는 저소득층 독거노인과 한국전력공사 전기요금 복지할인 대상 확대를 위해 전기요금 부담을 줄일 수 있는...,2021.04.27,뉴스피크
"경기도, 저소득층 독거노인 200가구에전기요금 할인 위한 ‘개별 ...",2021.04.27 | 일간투데이,폭염 때 무료 에어컨이 있어도 전기료 문제로 이를 사용하지 못하는 저소득층 독거노인과 한국전력공사 전기요금 복지할인 대상 확대를 위해 전기요금 부담을 줄일 수 있는...,2021.04.27,일간투데이
"동양생명, 독거노인에 꽃화분 전달하는 '화(花)를 품은 봄날' 진행",2021.04.20 | 매일경제 | 다음뉴스,동양생명은 19일 32번째 창립기념일을 맞아 지역사회 독거노인을 위해 꽃화분을 심어 전달하는 '화(花)를 품은 봄날' 행사를 진행했다고 20일 밝혔다. 이번 행사는 코로나...,2021.04.20,매일경제
당진3동 독거노인 방문상담 실시,2021.05.05 | 충청매일,매일 이봉호 기자] 당진3동 행정복지센터는 5월 가정의 달을 맞아 저소득 혼자사는 노인 가구에 맞춤형 보건복지서비스 제공을 위한 방문상담을 실시한다.상담은 코로나19...,2021.05.05,충청매일
"[경기도] 경기도, 저소득층 독거노인 200가구에 전기요금 할인 위...",2021.04.27 | 플러스코리아,폭염 때 무료 에어컨이 있어도 전기료 문제로 이를 사용하지 못하는 저소득층 독거노인과 한국전력공사 전기요금 복지할인 대상 확대를 위해 전기요금 부담을 줄일 수 있는...,2021.04.27,플러스코리아
"경기도, 저소득층 독거노인 200가구에 ‘개별 전력량계’ 무료 설치",2021.04.27 | 신아일보,폭염 때 무료 에어컨이 있어도 전기료 문제로 이를 사용하지 못하는 저소득층 독거노인과 한국전력공사 전기요금 복지할인 대상 확대를 위해 전기요금 부담을 줄일 수 있는...,2021.04.27,신아일보
자가격리 들어간 독거노인 위해 도시락 배달 나선 주민들,2021.04.24 | 국제신문,"이러한 사정을 알려 도움을 요청했다. 사정을 들은 주민, 지역단체들이 저마다 돕겠다고 나섰다. 단 하루 만에 독거노인을 돕겠다는 인원으로 가득찼다. 도움 자원자 중...",2021.04.24,국제신문
"경기도, 저소득층 독거노인 200가구에 전기요금 할인 위한 ‘개별...",2021.04.27 | 경기북부탑뉴스,폭염 때 무료 에어컨이 있어도 전기료 문제로 이를 사용하지 못하는 저소득층 독거노인과 한국전력공사 전기요금 복지할인 대상 확대를 위해 전기요금 부담을 줄일 수 있는...,2021.04.27,경기북부탑뉴스
"경기도, 저소득층 독거노인 200가구에 전기요금 할인 위한 ‘개별...",2021.04.27 | 경기경제신문,폭염 때 무료 에어컨이 있어도 전기료 문제로 이를 사용하지 못하는 저소득층 독거노인과 한국전력공사 전기요금 복지할인 대상 확대를 위해 전기요금 부담을 줄일 수 있는...,2021.04.27,경기경제신문
"[세계로컬핫뉴스] 대전 서구 월평2동 복지만두레, 저소득 독거노...",2021.04.29 | 세계타임즈,"대전 서구(구청장 장종태) 월평2동 복지만두레(회장 안동숙)는 생일을 맞은 저소득 독거노인 2가구에 케이크와 선물, 식사를 제공했다고 28일 밝혔다. 대상자 이 모 어르신...",2021.04.29,세계타임즈
"강화군 불은면 새마을 부녀회, 75세 이상 독거노인에 밑반찬 나눔...",2021.05.03 | 경인매일,(강화=김익수기자) 강화군 불은면 새마을부녀회는 지난달 30일 관내 75세 이상 독거노인 어르신들을 대상으로 사랑의 밑반찬 나눔 봉사를 진행했다. 이날 행사에는 바쁜...,2021.05.03,경인매일
"""외롭고 어려운 독거노인 위해 써주세요""",2021.04.20 | 세계일보 | 다음뉴스,좋겠습니다.” 단칸방에서 홀로 생활하는 80대 할머니가 외롭고 어렵게 사는 지역 독거노인들을 위해 써 달라며 전북 군산시에 1억원을 기부했다. 젊어서부터 파출부와...,2021.04.20,세계일보
"여수시노인복지관, 독거노인가정 LED 전등 교체",2021.04.26 | 여수넷통뉴스,"여수시노인복지관(관장 김진우)이 24일 관내 독거노인 가구를 대상으로 LED전등 교체사업을 펼쳤다. 이번 사업은 여수시 민관협력 시범사업으로 실시됐으며, 여천NCC법우회...",2021.04.26,여수넷통뉴스
울진군 북면지역사회보장협의체 독거노인 및 저소득층에 김치 전달,2021.05.03 | 드림저널,가 모든 재료를 구입하고 김치를 만들어 마을 복지 이장이 관내 몸이 불편한 독거노인 및 저소득층 180세대를 방문해 안부를 확인하고 김치를 전달한다. 이인균 북면지역...,2021.05.03,드림저널
"경기도, 저소득층 독거노인 200가구에 전기요금 할인 위한 ‘개별...",2021.04.27 | 투데이경제,폭염 때 무료 에어컨이 있어도 전기료 문제로 이를 사용하지 못하는 저소득층 독거노인과 한국전력공사 전기요금 복지할인 대상 확대를 위해 전기요금 부담을 줄일 수 있는...,2021.04.27,투데이경제
"경기도, 저소득층 독거노인 200가구에 전기요금 할인 위한 ‘개별...",2021.04.27 | 경인신문,폭염 때 무료 에어컨이 있어도 전기료 문제로 이를 사용하지 못하는 저소득층 독거노인과 한국전력공사 전기요금 복지할인 대상 확대를 위해 전기요금 부담을 줄일 수 있는...,2021.04.27,경인신문
"시흥시,대야동, 독거노인 안부확인 및 후원물품 전달",2021.05.01 | 경인투데이뉴스,"대야동 김정순 마을자치과장은 지난 28일, 관내 저소득 독거노인들을 가정방문하여 안부를 확인하고 후원물품을 전달했다. 후원물품을 전달 받은 어르신들은 “직접 방문...",2021.05.01,경인투데이뉴스
"정선 북평면 여성자율방범대, 독거노인 주거환경 개선 '구슬땀'",2021.04.27 | 전국매일신문,강원 정선군 북평면 여성자율방범대는 27일 북평5리 독거노인가구를 방문해 주거환경 개선 봉사활동을 실시했다. 북평면 여성자율방범대는 이날 코로나19 인한 외출 등...,2021.04.27,전국매일신문
"동양생명, 창립기념일 맞아 독거노인 돕기.. '화(花)를 품은 봄날...",2021.04.20 | 헤럴드경제 | 다음뉴스,[헤럴드경제=한희라 기자]동양생명이 32번째 창립기념일을 맞아 지역사회 독거노인을 위해 꽃화분을 심어 전달하는 ‘화(花)를 품은 봄날’ 행사를 진행했다. 동양생명...,2021.04.20,헤럴드경제
"노은면지역사회보장협의체,저소득 독거노인에 두유 전달",2021.04.28 | 브레이크뉴스,코로나19 장기화로 이웃 간 소통이 단절되어 우울감과 고립감을 호소하고 있는 독거노인을 돕기 위해 마련됐다. 지역사회보장협의체 위원들은 홀로 노인가구를 직접 방문해...,2021.04.28,브레이크뉴스
"세종시 부강면, 독거노인 정서 지원 특화사업 축! 부강 둥이 시행",2021.04.27 | 충청신문,지역사회보장협의체(위원장 정종길·안진순)는 27일부터 생일을 맞이한 저소득 독거 노인가구를 찾아 건강·안부를 확인하는 ‘축! 부강 둥이’사업을 추진한다. 부강면...,2021.04.27,충청신문
"온양5동 행복키움추진단, 독거노인 건강지원",2021.04.23 | 온양신문,"온양5동 행복키움추진단(단장 강연식)은 지난 4월 22일 독거노인 건강지원 사업인 ‘행복UP, 건강드림’ 사업의 첫 시작으로 관내 독거노인 14가구에 건강식을 전달했다. 이...",2021.04.23,온양신문
"울산 북구 염포동 사회보장協, 독거노인세대 전자레인지 지원",2021.04.27 | 울산제일일보,북구 염포동 지역사회보장협의체는 27일 현대자동차 H-지역동행 정기봉사활동으로 독거노인 9세대에 전자레인지를 지원했다.협의체 위원들은 전자레인지 사용이 익숙하지...,2021.04.27,울산제일일보
"주택관리공단 의정부송산3관리소, 독거노인 “이웃지킴이” 프로...",2021.05.01 | 경기북부포커스,제공하고 이를 적립하여 연말에 상품권으로 지급하는 프로그램이다. 이날 단지내 독거노인 세대와 1대1로 매칭하여 주1회 안부를 확인하는 “이웃지킴이”발대식도 함께...,2021.05.01,경기북부포커스
"독거노인복지재단, 금정구자원봉사센터와 업무협약식",2021.04.23 | 한국시민기자협회,업무 협약식은 4월21일(수) 금정구자원봉사센터 통합강의실에서 독거노인복지재단(이종원 이사장)과 금정구자원봉사센터(이민우 센터장)이 독거노인복지증진을 위한 협약식...,2021.04.23,한국시민기자협회
코로나보다 혼자가 더 두려운 독거노인..우울감 '적신호',2021.04.19 | JTBC | 다음뉴스,"끝나게 될지 기약하기 참 어려운 상황에서 이 시기가 더 힘든 사람들이 있습니다. 독거노인들도 그런데요. 나가기는 더 힘들고, 병원 가기도 더 어려워졌고 특히 끼니...",2021.04.19,JTBC
"[세계로컬핫뉴스] 경기도, 저소득층 독거노인 200가구에 전기요금...",2021.04.27 | 세계타임즈,폭염 때 무료 에어컨이 있어도 전기료 문제로 이를 사용하지 못하는 저소득층 독거노인과 한국전력공사 전기요금 복지할인 대상 확대를 위해 전기요금 부담을 줄일 수 있는...,2021.04.27,세계타임즈
청주독거노인통합지원센터에 식료품 키트,2021.04.27 | 충청일보,"㈔한국부인회 청주시지회·㈜대원건설·용화사는 27일 청주시독거노인통합지원센터에 노인들을 위한 식료품 키트인 '사랑愛(애)나눔꾸러미'를 기증했다. 한우사골, 육개장...",2021.04.27,충청일보
송파구청 독거노인 카네이션과 김치 전달 [경향포토],2021.05.06 | 경향신문 | 다음뉴스,[경향신문] 어버이날을 이틀 앞둔 6일 오전 박성수 서울 송파구청장(오른쪽)과 송파구 새마을 부녀회 관계자들이 서울 송파구 오금공원에서 어버이날을 맞이해 관내 홀로...,2021.05.06,경향신문
