title,date_company,content,date,company
모이몰른 X 해태제과 '얼려먹는 초코 만들기-옷꾸미기' 선보여,2021.04.16 | 스냅 | 다음뉴스,"교감하며 곁에 둘 수 있는 친구들이라는 컨셉의 캐릭터 시리즈다. 애착인형부터 딸랑이, 미니토이, 촉각인형 등의 출산용품으로 구성됐으며, 사랑스러운 캐릭터와 디자인...",2021.04.16,스냅
"스크린으로 간 콩순이, 어른들도 끄덕일 겁니다",2021.05.07 | 서울신문 | 다음뉴스,로봇 장난감이 나타난다. 콩순이가 아끼는 인형 ‘토토’를 주면 새 장난감들을 준다는...영화 작품이라는 점에서 어느 때보다 애착이 크다. 특히 국내 극장용 애니메이션...,2021.05.07,서울신문
어린이날 선물 뭐해주면 좋을까,2021.04.26 | 리드맘,익숙해질 수 있다. (1세 이상/ 남아) 젤리캣 '뉴 바쉬풀 라이언' 대표적인 애착인형 브랜드인 젤리캣의 이 제품은 삐죽삐죽 독특한 헤어스타일과 야무지게 다문 입술이 특징...,2021.04.26,리드맘
[인구보건복지협회 부산지회] 환아 2명에게 ‘아가사랑후원금’ ...,2021.04.18 | 일요신문,인구보건복지협회 부산지회는 5월 가정의 달을 맞아 온라인 건강강좌‘애착 강좌 & 애착인형 만들기’를 준비했다. 이번 강의는 먼저 코로나 19의 여파로 온라인으로 편안...,2021.04.18,일요신문
"'나혼산' 쌈디, 현금 400만원과 명품시계 어버이날 가족愛 통큰 ...",14시간전 | 미디어리퍼블릭,쌈디는 인형 미모의 채채를 돌보며 눈에서 꿀이 뚝뚝 떨어지는 ‘조카 바보’의 면모를 뽐냈다. 조카를 위해 떨리는 손으로 직접 소고기를 굽고 하트 치즈 김밥을 만들며...,14시간전,미디어리퍼블릭
"""극장에서 만나는 콩순이, 어른들도 감동할 겁니다""",2021.05.06 | 서울신문 | 다음뉴스,로봇 장난감이 나타난다. 콩순이가 아끼는 인형 ‘토토’를 주면 새 장난감들을 준다는...영화 작품이라는 점에서 어느 때보다 애착이 크다. 특히 국내 극장용 애니메이션...,2021.05.06,서울신문
인천 동구 '스마트도시 서비스 시범사업' 공모 선정,2021.04.16 | 중앙일보 | 다음뉴스,도전을 하게 되었다”고 추진배경을 설명했다. 허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번 사업을...,2021.04.16,중앙일보
"계명대 학생들, 가톨릭 푸름터에 애착인형 기부",2021.01.28 | 경북도민일보,"이민석, 김지석, 전휘준, 이용우, 구병기 등 학생들은 최근 지역 내 미혼모 시설인 ‘가톨릭 푸름터’를 찾아 ‘영·유아의 돌연사 방지 등을 위한 애착인형’을 기부했다.",2021.01.28,경북도민일보
"'유퀴즈' 서울대 김범석 전문의 ""암은 인류 멸망까지 사라지지 않...",2021.04.07 | 스포츠조선 | 다음뉴스,"지고 안에 내장인 솜 이식이 필요해진다""라고 설명했다. 김감엽 원장은 이 치료한 애착인형들의 모습은 놀랍게 복원됐다. '치료비'에 대해 그는 ""5천 원부터 시작해 위독한...",2021.04.07,스포츠조선
"인구보건복지협회 부산지회, 5월 가정의 달 기념 프로그램 신청",2021.04.16 | 글로벌경제신문,체험을 진행할 예정이다. 애착인형 제작 키트는 신청 선착순 80명을 선발해 ‘애착인형’ 만들기 제품을 배송할 것이다. 강좌 신청은 내달 9일까지며 세부사항 안내·신청은...,2021.04.16,글로벌경제신문
[율천동] 율천동 '애착인형 제작 기부 비대면 봉사활동'추진,2020.12.26 | e수원뉴스,"율천동 주민과 공직자가 함께 만든 애착인형 장안구 율천동은 24일, 취약계층 아동과 치매노인들에게 주민과 공직자들이 손수 제작한 애착인형 50개를 전달했다. 율천동...",2020.12.26,e수원뉴스
'테슬라 형님' K-자율주행 연구가→승리호·기생충 CG 대표 시간...,2021.04.07 | OSEN | 다음뉴스,"봉사를 시작하게 됐다""고 고백했다. 김갑연 자기님은 추억을 치료하는 인형병원 원장이다. 애착 인형과 함께 한 시간의 흔적을 복원해주는 국내 최초의 인형병원을 운영 중...",2021.04.07,OSEN
"'유퀴즈' 김갑연→한민홍, 시간의 마술사들 특집",2021.04.07 | 한국일보 | 다음뉴스,인생 첫 커피차를 선물 받은 아기자기의 모습도 예고돼 궁금증을 더한다. 애착 인형과 함께 한 시간의 흔적을 복원해주는 김갑연 자기님은 국내 최초의 인형병원을 운영하고...,2021.04.07,한국일보
'유퀴즈' 시간을 넘나드는 '시간의 마술사들' [채널예약],2021.04.07 | 스포츠경향 | 다음뉴스,인생 첫 커피차를 선물 받은 아기자기의 모습도 예고돼 궁금증을 더한다.애착 인형과 함께 한 시간의 흔적을 복원해주는 김갑연 자기님은 국내 최초의 인형병원을 운영하고...,2021.04.07,스포츠경향
손가락으로 BTS 춤을? 핑거댄싱 대박 난 고딩 유튜버[영상],2021.05.05 | 중앙일보 | 다음뉴스,"옷은 인형 옷을 리폼하거나, 그때그때 느낌에 따라 천을 잘라 만들어요. 안 입는 옷이나 자투리 천을 모았다가 촬영할 때 쫙 꺼내놓고 콘셉트에 맞게 사용하죠. Q : 모든...",2021.05.05,중앙일보
"'슈돌' 도플갱어 가족, 제주서 '경치·먹방 끝판왕' 캠핑",2021.04.11 | 뉴시스 | 다음뉴스,"여행 이튿날을 맞은 도플갱어 가족. 즐겁게 하루를 시작한 연우-하영 남매 앞에 애착 인형 깡이가 크기도 커지고, 말도 하는 모습으로 나타난다. 아빠 경완이었다. 아빠...",2021.04.11,뉴시스
"도경완·연우·하영, 제주에서 즐기는 캠핑..토마호크 먹방 (슈돌...",2021.04.11 | 엑스포츠뉴스 | 다음뉴스,"가족. 어김없이 꽁냥꽁냥 놀며 즐겁게 하루를 시작한 투꼼남매 앞에 하영이의 애착 인형 깡이가 나타났다. 크기도 커지고, 말도 하는 깡이의 정체는 바로 아빠 경완이었다...",2021.04.11,엑스포츠뉴스
"유진, ♥기태영+두 딸과 단란한 제주도 여행..""엄마 다리 후들""",2021.04.09 | 스타투데이 | 다음뉴스,오르고 있다. 로희는 KBS2 '슈퍼맨이 돌아왔다' 출연했을 때부터 가지고 있던 애착인형(토끼인형) 모이를 데리고 올라가는 모습이 눈길을 끈다. 어린 로린이도 아빠의 손을...,2021.04.09,스타투데이
'슈돌' 도경완X연우X하영 토마호크 먹방 [DA:클립],2021.04.11 | 스포츠동아 | 다음뉴스,"없이 꽁냥꽁냥 놀며 즐겁게 하루를 시작한 ‘투꼼남매’(연우+하영) 앞에 하영이 애착 인형 깡이가 나타났다고. 크기도 커지고, 말도 하는 깡이 정체는 바로 아빠 경완...",2021.04.11,스포츠동아
"'슈돌' 도경완 가족, 제주서 즐기는 으리으리 캠핑..토마호크 스...",2021.04.11 | 뉴스엔 | 다음뉴스,"가족. 어김없이 꽁냥꽁냥 놀며 즐겁게 하루를 시작한 투꼼남매 앞에 하영이의 애착 인형 깡이가 나타났다고. 크기도 커지고, 말도 하는 깡이의 정체는 바로 아빠 경완이었다...",2021.04.11,뉴스엔
"'슈돌' 하영, 토마호크 스테이크 먹방 캠핑 입이 쩍",2021.04.11 | 스포츠경향 | 다음뉴스,"가족. 어김없이 꽁냥꽁냥 놀며 즐겁게 하루를 시작한 투꼼남매 앞에 하영이의 애착 인형 깡이가 나타났다고. 크기도 커지고, 말도 하는 깡이의 정체는 바로 아빠 경완이었다...",2021.04.11,스포츠경향
"팝핀현준 ""♥박애리, 애착인형 같은 존재, 옆에 있어야 마음 편해""",2020.12.04 | 스포티비뉴스 | 다음뉴스,"그래서 따라나서는 것이다""라고 설명했다. 팝핀현준은 아내 박애리에 대해 ""애착인형같은 존재다. 어린 아이가 항상 가지고 다니는 곰돌이 인형같이 박애리 씨가 옆에...",2020.12.04,스포티비뉴스
"'슈돌' 도플갱어 가족, 제주 역대급 경치+캠핑 먹방",2021.04.11 | 텐아시아 | 다음뉴스,"가족. 어김없이 꽁냥꽁냥 놀며 즐겁게 하루를 시작한 투꼼남매 앞에 하영이의 애착 인형 깡이가 나타났다고. 크기도 커지고, 말도 하는 깡이의 정체는 바로 아빠 경완이었다...",2021.04.11,텐아시아
"'슈돌' 도경완X연우X하영, 캠핑 먹방 역사 갱신→역대급 힐링 예고",2021.04.11 | 스포츠투데이 | 다음뉴스,"가족. 어김없이 꽁냥꽁냥 놀며 즐겁게 하루를 시작한 투꼼남매 앞에 하영이의 애착 인형 깡이가 나타났다고. 크기도 커지고, 말도 하는 깡이의 정체는 바로 아빠 경완이었다...",2021.04.11,스포츠투데이
"'슈돌' 도경완X연우X하영, '캠핑 끝판왕' 토마호크 먹방",2021.04.11 | 스타투데이 | 다음뉴스,"가족. 어김없이 꽁냥꽁냥 놀며 즐겁게 하루를 시작한 투꼼남매 앞에 하영이의 애착 인형 깡이가 나타났다고. 크기도 커지고, 말도 하는 깡이의 정체는 바로 아빠 경완이었다...",2021.04.11,스타투데이
"팝핀현준 ""♥박애리, 내 애착 인형 같아"" 달달 사랑꾼 ('아침마당')",2020.12.04 | 마이데일리 | 다음뉴스,봐줘야지’ 그래서 따라나서는 것”이라고 덧붙였다. 팝핀현준은 아내 박애리가 “애착 인형 같은” 존재라며 “어린아이가 항상 가지고 다니는 곰돌이 인형같이 박애리 씨...,2020.12.04,마이데일리
"수원시 율천동지킴이 봉사단, ‘애착인형’ 제작 기부",2020.12.28 | 뉴스피크,"봉사단(단장 김미진)은 지난 24일, 취약계층 아동과 치매노인을 위해 손수 제작한 애착인형 50개를 기부했다. 율천동지킴이봉사단은 주민자치회을 비롯한 단체원, 공직자 등...",2020.12.28,뉴스피크
"수원시 장안구 율천동지킴이 봉사단, ‘애착인형’제작 기부",2020.12.28 | 수원시민신문,"봉사단(단장 김미진)은 지난 24일, 취약계층 아동과 치매노인을 위해손수 제작한 애착인형 50개를 기부했다. 수원시 장안구 율천동지킴이 봉사단, ‘애착인형’제작 기부 ©...",2020.12.28,수원시민신문
당신의 반려동물 애착인형은 무엇인가요?,2020.12.29 | 올치올치,[올치올치] 한 온라인 커뮤니티에 세계 곳곳의 반려동물들 애착인형 사진이 게재됐다. 글 작성자는 ‘이건 집사 할아버지가 와도 절대 못 줌!!’이라는 제목으로 반려동물들...,2020.12.29,올치올치
"모이몰른 캐릭터, 해태제과 얼려먹는 초코로 재탄생",2021.04.18 | 메트로신문,"때부터 곁에 둘 수 있는 친구들이라는 콘셉트의 캐릭터 시리즈다. 애착인형부터 딸랑이, 미니토이, 촉각인형 등의 출산용품으로 구성됐으며, 사랑스러운 캐릭터와 디자인...",2021.04.18,메트로신문
"영국 프리미엄 애착인형 젤리캣, 11월 신제품 스타더스트 버니·...",2020.11.16 | 베이비뉴스 | 다음뉴스,신제품 트윙클 버니와 스타더스트 버니를 출시한 젤리캣. ⓒ젤리캣 영국 프리미엄 애착 인형 브랜드 젤리캣에서 신제품 트윙클 버니와 스타더스트 버니를 출시했다고 16일...,2020.11.16,베이비뉴스
'토이 스토리 현실판' 인형 병원 다녀와봤습니다!,2021.02.27 | SBS | 다음뉴스,"어렸을 때부터 함께 한 애착 인형, 아직 갖고 계신가요? 세월이 흘러 헤지고 뜯겨진 인형을 고쳐주는 곳이 있어서 제작진이 직접 다녀왔습니다! 이 인형병원에서는 지난 4년...",2021.02.27,SBS
공감요정 유재석이 보여준 토크쇼의 '기본' (유 퀴즈) [TV와치],2021.04.08 | 뉴스엔 | 다음뉴스,아픈 것처럼 어두워진 얼굴과 목소리로 이야기를 이어갔다. 그러면서 인형병원 김갑연 원장과 왜 사람들이 애착 인형을 버리지 못하고 병원을 찾는지 이유를 들으며 연신...,2021.04.08,뉴스엔
'썰바이벌'이 온라인 커뮤니티에 올라온 '당근마켓 강태공썰'에 ...,2021.04.16 | 허핑턴포스트코리아,감사를 표했다. 라효진 에디터 hyojin.ra@huffpost.kr관련 기사아끼던 애착 인형을 지붕 위에 떨어뜨렸다면? '당근마켓'이 도움이 될 수 있다HuffPost - South Korea,2021.04.16,허핑턴포스트코리아
모이몰른 캐릭터 ‘버니’와 ‘에비’를 초콜릿으로?,2021.04.16 | 베이비타임즈,"곁에 둘 수 있는 친구들’이라는 콘셉트의 캐릭터 시리즈다. 애착인형부터 딸랑이, 미니토이, 촉각인형 등의 출산용품으로 구성됐으며, 사랑스러운 캐릭터와 디자인으로...",2021.04.16,베이비타임즈
모이몰른X해태제과 '얼려먹는 초코 만들기-옷꾸미기' 선봬,2021.04.16 | 부산일보,"곁에 둘 수 있는 친구들이라는 콘셉트의 캐릭터 시리즈다. 애착인형부터 딸랑이, 미니토이, 촉각인형 등의 출산용품으로 구성됐으며 사랑스러운 캐릭터와 디자인으로 꾸준한...",2021.04.16,부산일보
모이몰른 캐릭터 '미니두두 시리즈'가 '얼초' 속으로~,2021.04.16 | 리드맘,"곁에 둘 수 있는 친구들이라는 콘셉트의 캐릭터 시리즈다. 애착인형부터 딸랑이, 미니토이, 촉각인형 등의 출산용품으로 구성됐으며, 사랑스러운 캐릭터와 디자인으로 꾸준...",2021.04.16,리드맘
"동구, ‘스마트도시 서비스 시범사업’ 공모 선정",2021.04.18 | 경기매일,도전을 하게 되었다”고 추진배경을 설명했다. 허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번 사업을...,2021.04.18,경기매일
"인천 동구, 'AI 로봇을 통한 스마트한 지역돌봄 시스템 구축' 사업",2021.04.18 | 경인종합일보,"새로운 도전을 하게 됐다""고 추진배경을 설명했다. 허인환 동구청장은 ""AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번...",2021.04.18,경인종합일보
"동구, ‘스마트도시 시범사업’ 공모 선정",2021.04.18 | 시대일보,도전을 하게 되었다”고 추진배경을 설명했다. 허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번 사업을...,2021.04.18,시대일보
"동구, ‘스마트도시 서비스 시범사업’ 공모 선정",2021.04.18 | 수도권일보,도전을 하게 되었다”고 추진배경을 설명했다. 허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번 사업을...,2021.04.18,수도권일보
"롯데컬처웍스, 소외계층 아동 위한 비대면 봉사활동.. 기부물품 ...",2021.04.06 | 스포츠한국 | 다음뉴스,"5월초 아이들과미래재단을 통해 관련시설에 전해질 예정이다. 롯데컬처웍스는 지난해 ‘애착인형 만들기’, ‘아동용 마스크 및 손 소독제 만들기’ 등 임직원의 자발적...",2021.04.06,스포츠한국
"NGO단체 희망조약돌, 저소득층 미혼모 위한 후원 물품 전달",2021.04.16 | 경기신문,"센터에 전달했다고 16일 밝혔다. 이번 후원 물품은 신생아 배냇저고리, 턱받이, 애착 인형 등으로 안산 시민과 청소년들이 직접 제작에 참여하여 더욱 의미가 크다. 사단...",2021.04.16,경기신문
"롯데컬처웍스, 소외계층 아동 위한 비대면 봉사활동 진행",2021.04.06 | 엑스포츠뉴스 | 다음뉴스,"초 아이들과미래재단을 통해 관련시설에 전해질 예정이다. 롯데컬처웍스는 지난해 '애착인형 만들기', '아동용 마스크 및 손 소독제 만들기' 등 임직원의 자발적 참여로...",2021.04.06,엑스포츠뉴스
"[패션 신상] LF '아떼 바네사브루노', 시즌 첫 핸드백 라인 출시 外",2021.04.16 | 글로벌이코노믹,"곁에 둘 수 있는 친구들이라는 콘셉트의 캐릭터 시리즈다. 애착인형부터 딸랑이, 미니토이, 촉각인형 등의 출산용품으로 구성됐으며 꾸준한 인기를 얻고 있다.이번 협업을...",2021.04.16,글로벌이코노믹
"인천 동구, ‘시민체감형 스마트도시 서비스 시범사업’ 선정",2021.04.18 | 신아일보,"통합서비스 제공에 대한 새로운 도전을 하게 됐다""고 밝혔다.허인환 구청장은 ""AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는...",2021.04.18,신아일보
카카오 프렌즈샵에서 애착 인형·에어팟 케이스 등 최대 70% 할인,2021.01.13 | 인사이트,"머그컵, 동전 지갑 등 종류도 다양하다.꼭 끌어안고 있으면 체온도 올라가는 애착 인형도 41% 할인해 1만 원대에 만나볼 수 있다.새해 필수템인 다이어리와 인덱스스티커...",2021.01.13,인사이트
"인천 동구, 스마트도시 서비스 시범사업 공모 선정",2021.04.17 | 경인매일,도전을 하게 되었다”고 추진배경을 설명했다. 허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번 사업을...,2021.04.17,경인매일
"인천 동구, ‘스마트도시 서비스 시범 사업’ 공모 선정",2021.04.17 | 보안뉴스,새로운 도전을 하게 됐다”고 추진 배경을 설명했다.허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번...,2021.04.17,보안뉴스
"인천 동구, 'AI 로봇을 통한 스마트한 지역돌봄 시스템' 구축 추진",2021.04.17 | 내외뉴스통신,"새로운 도전을 하게 되었다""고 추진배경을 설명했다.허인환 동구청장은 ""AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번...",2021.04.17,내외뉴스통신
"인천 동구, '스마트도시 서비스 시범사업' 공모 선정",2021.04.17 | 일간투데이,"새로운 도전을 하게 됐다""고 추진배경을 설명했다. 허인환 동구청장은 ""AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번...",2021.04.17,일간투데이
"인천 동구, ‘스마트도시 서비스 시범사업’ 공모 선정",2021.04.16 | 뉴스타운,도전을 하게 되었다”고 추진배경을 설명했다. 허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번 사업을...,2021.04.16,뉴스타운
"밥 뺏어 먹는(?) 인형 보고 '극대노'한 고양이..""다 내 꺼야!""",2021.03.23 | 노트펫,걱정된 집사는 혹시나 하는 마음으로 특단의 조치를 취했다. 그건 녀석의 애착 인형인 호랑이 인형이 사료를 뺏어 먹는 모습을 연출하는 것이다. 신나게 놀다가 호랑이 인형...,2021.03.23,노트펫
인천 동구 ‘스마트도시 서비스 시범사업’ 공모 선정,2021.04.16 | 여성종합뉴스,도전을 하게 되었다”고 추진배경을 설명했다. 허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번 사업을...,2021.04.16,여성종합뉴스
"인천 동구, ‘스마트도시 서비스 시범사업’ 공모 선정",2021.04.16 | 연합시민의소리,도전을 하게 되었다”고 추진배경을 설명했다. 허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번 사업을...,2021.04.16,연합시민의소리
"인천동구, 스마트도시 서비스 시범사업 공모 선정",2021.04.16 | 세계뉴스통신,"대한 새로운 도전을 하게 됐다""고 추진배경을 설명했다. 허인환 구청장은 ""AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번...",2021.04.16,세계뉴스통신
"인천 동구, '스마트도시 서비스 시범사업' 공모 선정",2021.04.16 | 매일일보,도전을 하게 되었다”고 추진배경을 설명했다. 허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번 사업을...,2021.04.16,매일일보
"동구, ‘스마트도시 서비스 시범사업’ 공모 선정",2021.04.16 | 서울일보,새로운 도전을 하게 되었다”고 추진배경을 설명했다.허인환 구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번...,2021.04.16,서울일보
"동구, 스마트도시 서비스 시범사업 공모 선정",2021.04.16 | 도민일보,"새로운 도전을 하게 되었다""고 추진배경을 설명했다.허인환 동구청장은 ""AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번...",2021.04.16,도민일보
[주간#신상태그] 아모레퍼시픽·애경산업·자주·MCM·켄싱턴 호...,2021.04.16 | 프라임경제,"교감하며 곁에 둘 수 있는 친구들이라는 컨셉의 캐릭터 시리즈다. 애착인형부터 딸랑이, 미니토이, 촉각인형 등의 출산용품으로 구성됐으며, 사랑스러운 캐릭터와 디자인...",2021.04.16,프라임경제
"인천 동구, ‘스마트도시 서비스 시범사업’ 공모 선정",2021.04.16 | 서울뉴스통신,도전을 하게 되었다”고 추진배경을 설명했다. 허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번 사업을...,2021.04.16,서울뉴스통신
"동구, ‘스마트도시 서비스 시범사업’ 공모 선정",2021.04.16 | 수도권일보,도전을 하게 되었다”고 추진배경을 설명했다. 허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번 사업을...,2021.04.16,수도권일보
"인천 동구, ‘스마트도시 서비스 시범사업’ 공모 선정",2021.04.16 | 시사브리핑,제공에 대한 새로운 도전을 하게 됐다”고 덧붙였다. 허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번...,2021.04.16,시사브리핑
"인천 동구, ‘스마트도시 서비스 시범사업’ 공모 선정",2021.04.16 | 케이에스피뉴스,도전을 하게 되었다”고 추진배경을 설명했다. 허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번 사업을...,2021.04.16,케이에스피뉴스
"동구, ‘스마트도시 서비스 시범사업’ 공모 선정",2021.04.16 | 미디어투데이,도전을 하게 되었다”고 추진배경을 설명했다. 허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번 사업을...,2021.04.16,미디어투데이
"인천 동구, 아동권리·돌봄 스마트 기술 접목 새로운 변화 시도",2021.04.16 | 이뉴스투데이,새로운 도전을 하게 됐다”고 추진배경을 설명했다. 허인환 구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번...,2021.04.16,이뉴스투데이
"인천 동구, ‘스마트도시 서비스 시범사업’ 공모 선정",2021.04.16 | 미디어이슈,도전을 하게 되었다”고 추진배경을 설명했다. 허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번 사업을...,2021.04.16,미디어이슈
"동구, ‘스마트도시 서비스 시범사업’ 공모 선정",2021.04.16 | 뉴스후,도전을 하게 되었다”고 추진배경을 설명했다. 허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번 사업을...,2021.04.16,뉴스후
"인천 동구, ‘스마트도시 서비스 시범사업’ 공모 선정",2021.04.16 | 국민TV,도전을 하게 됐다”고 추진배경을 설명했다. 한편 허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번...,2021.04.16,국민TV
"인천 동구, ‘스마트도시 서비스 시범사업’ 공모 선정",2021.04.16 | 빅데이터뉴스,도전을 하게 되었다”고 추진배경을 설명했다. 허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번 사업을...,2021.04.16,빅데이터뉴스
[인간 행동의 진화] 미의 기준은 모두 다르지만 동시에 같다,2021.05.02 | 동아사이언스 | 다음뉴스,"높아질 것이다. 귀여운 아기를 좋아하는 애착 본능이 아기의 귀여움과 공진화했다. 아이...사육하고, 귀여운 고양이를 육종했다. 인형과 장난감 같은 인공물도 점점 귀여워...",2021.05.02,동아사이언스
동구 ‘스마트도시 서비스 시범사업’ 공모 선정,2021.04.16 | 아시아일보,새로운 도전을 하게 됐다”고 추진배경을 설명했다.허인환 동구청장은 “AI 로봇(애착인형 형태)을 매개체로 아동친화적 콘텐츠를 담아 지역돌봄 시스템을 구축하는 이번...,2021.04.16,아시아일보
"""죽은 거야..?"" 애착 인형이 물에 빠진 걸(?) 발견한 강아지의 반응",2020.12.08 | 노트펫,"끝날 때까지 기다리고 있어요""라며 귀여운 구름이의 모습에 마음을 뺏겼다는 반응을 보였다. ""구름이 애착 인형이 더러워져서 빨려고 물에 담가놨다""는 회열 씨. ""그러자...",2020.12.08,노트펫
‘유퀴즈’ 시간을 쥐락펴락하는 ‘시간의 마술사들’,2021.04.07 | 문화뉴스,tvN ‘유 퀴즈 온 더 블럭’ 101회에서는 ‘시간의 마술사들’ 특집이 펼쳐진다. 애착 인형과 함께 한 시간의 흔적을 복원해주는 김갑연 자기님은 국내 최초의 인형병원을...,2021.04.07,문화뉴스
‘유 퀴즈 온 더 블럭’ 김갑연X이철희X한민홍X강종익X김범석 '시...,2021.04.07 | 스트레이트뉴스,인생 첫 커피차를 선물 받은 아기자기의 모습도 예고돼 궁금증을 더한다.애착 인형과 함께 한 시간의 흔적을 복원해주는 김갑연 자기님은 국내 최초의 인형병원을 운영하고...,2021.04.07,스트레이트뉴스
"육진수 부부의 바람, ""어머니를 위한 공간이 필요해"" '신박한 정리'",2021.03.29 | MBC연예 | 다음뉴스,비울 수 있는지 확인했다. 지우는 병원 갈 때마다 함께 반창고도 붙이는 애착인형 등 대부분의 인형은 비울 수 없다고 단호한 태도를 보였다. 그러나 장래 희망인 군인에게...,2021.03.29,MBC연예
"tvN ‘유 퀴즈 온 더 블럭’, 시간을 넘나드는 자기님들 특집",2021.04.07 | 미디어리퍼블릭,인생 첫 커피차를 선물 받은 아기자기의 모습도 예고돼 궁금증을 더한다. 애착 인형과 함께 한 시간의 흔적을 복원해주는 김갑연 자기님은 국내 최초의 인형병원을 운영하고...,2021.04.07,미디어리퍼블릭
"'유 퀴즈 온 더 블럭', 시간마술사들과 떠나는 훈내 폴폴~ 사람여행",2021.04.07 | enews24,인생 첫 커피차를 선물 받은 아기자기의 모습도 예고돼 궁금증을 더한다.애착 인형과 함께 한 시간의 흔적을 복원해주는 김갑연 자기님은 국내 최초의 인형병원을 운영하고...,2021.04.07,enews24
"""뭐가 마지막까지 남아있는지 말해 볼까?""",2021.05.06 | 인천in,"할아버지가 그 소중한 자리를 바꾸는 아이들이 많아져 간다. 그리고 엄마의 지나친 애착에 힘겨워하는 아이들도 슬쩍 엿보인다. 어린 시절 코가 비뚤어진 인형도, 때가 잔뜩...",2021.05.06,인천in
"[마켓인사이트]젤리캣·모윰..프리미엄 유아용품업체 쁘띠엘린, ...",2021.03.25 | 한국경제 | 다음뉴스,"25일(17:33) 자본시장의 혜안 ‘마켓인사이트’에 게재된 기사입니다≫ ‘젤리캣(애착인형)’, ‘모윰(출산용품)’, ‘도노도노(유아 침구)’, 그림자극장(유아 전집) 등...",2021.03.25,한국경제
"[손태호의 그림&스토리]<12>풍파 새긴 못난 돌, 상처 아닌 훈장이오",2021.04.30 | 이데일리 | 다음뉴스,秋史) 인형(仁兄)을 위해 그립니다 황산.” 돌을 함께 감상한 옛 선비들의 풍류 글의 내용으로 보아 그림은 김유근이 추사 김정희(1786∼1856)에게 보낸 편지 형식의 그림...,2021.04.30,이데일리
